Column1,timestamp_start,timestamp_end,name,artist,uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,EDA,HR,TEMP
417,1637423359,1637423375,Soulful Ambiance for After Work,Java Jazz Cafe,spotify:track:0mHXZUAEkuTL8yPClbONcK,instrumental soul,0.794,0.341,1,-13.128,0,0.0402,0.469,0.897,0.138,0.856,142.745,4,0.014055467,-0.002206345,0.022242731
418,1637423391,1637423406,I Love You Lord,Kathryn Scott,spotify:track:09RR7YvAJlGDo9luav5WNO,roots worship,0.194,0.131,5,-14.686,1,0.0342,0.945,0,0.101,0.105,80.15,4,-0.00393612,0.711416664,-0.01566088
419,1637423421,1637423437,Symphonic Suite on Azerbaijan Folk Tunes: II. Andante sostenuto,Fikret Amirov,spotify:track:6vYMQEui8HP5otdErYbgNc,caucasian folk,0.216,0.203,0,-14.104,1,0.039,0.751,0.852,0.177,0.089,135.036,3,-0.001830309,-1.061748003,0.001273611
420,1637423452,1637423467,Tarde em itapu?,Toquinho,spotify:track:1Qwzw8hbVa28uXYxHeamaT,viola,0.457,0.522,5,-13.342,0,0.0373,0.709,0.00993,0.0981,0.731,160.199,4,-0.044972524,-1.796789681,-0.037296666
421,1637423483,1637423498,Born In Highfield,Trevor Dongo,spotify:track:2ybVqCDV5XrU91ZOVw07DL,zimdancehall,0.591,0.736,7,-4.918,0,0.187,0.707,0.00000547,0.379,0.644,100.004,4,0.000724706,0.39065476,0.040031669
422,1637423514,1637423529,Epodhum Unmael Nyabagam,B. Ajaneesh Loknath,spotify:track:4RBbwhV7hg33sM5GloIVGq,sandalwood,0.623,0.478,7,-6.591,1,0.0444,0.673,0.000369,0.103,0.599,149.805,4,-0.000476611,0.864555554,-0.002430555
423,1637423544,1637423560,Alien,Gil Scott-Heron,spotify:track:6uItqwUePnUY0HbeuqKkmN,poetry,0.459,0.727,2,-11.668,1,0.593,0.766,0,0.959,0.596,107.96,4,0.001772918,0.427434523,0.006508889
424,1637423575,1637423591,Goodness of God - Live,Bethel Music,spotify:track:1gj9poFl2mLKkguqWo5Y1i,world,0.466,0.67,8,-4.701,1,0.0297,0.155,0,0.145,0.395,126.142,4,0.001113398,-0.082948414,0.022744166
425,1637423606,1637423622,"Concerto for 2 Harpsichords in C Minor, BWV 1062: 2. Andante e piano",Johann Sebastian Bach,spotify:track:79uuMWJMoGZTiXY7UklSfS,classical harp,0.375,0.0536,3,-29.806,1,0.03,0.696,0.00409,0.118,0.186,88.36,3,-0.000425078,-0.280357143,-0.011754584
426,1637423637,1637423652,E-biza - Extended Version,Technoboy,spotify:track:50cCYG8Kec43HtE1FpVig9,raw techno,0.633,0.817,1,-6.953,0,0.0351,0.00497,0.641,0.0991,0.458,140.009,4,0.001554728,0.321861129,-0.0243125
427,1637423668,1637423683,If Only I Knew,Tricky,spotify:track:2Rkmhm6MySeEaA2vR9aN0K,j idol,0.637,0.398,4,-13.003,0,0.198,0.531,0.158,0.104,0.106,175.797,4,0.000800115,-0.172289682,0.021504492
428,1637423698,1637423713,I Can Laugh About It Now,Black,spotify:track:4NFMTJQox5WHlpXYpp6rLE,new comedy,0.645,0.553,11,-12.306,0,0.0264,0.292,0.00131,0.188,0.885,115.949,4,-0.00161631,-0.672767845,-0.005822222
429,1637423729,1637423744,"Deportazione - From ""Il Federale"" Soundtrack",Ennio Morricone,spotify:track:4DFITJ5oviUp3qrvRtHcon,italian soundtrack,0.464,0.244,0,-16.458,1,0.0669,0.885,0.639,0.137,0.303,140.359,3,0.000440857,0.18163889,-0.031104167
430,1637423759,1637423775,One Thousand Crazy Lies - Alex Stroeer Electro-Industrial Remix,Les Anges de la Nuit,spotify:track:1zpPOMdhUu9Tewky9iPEw2,dark electro industrial,0.607,0.904,1,-7.331,0,0.0543,0.00599,0.576,0.12,0.0669,138.011,4,-0.00176445,0.788065478,-0.021704861
431,1637423790,1637423805,"No Hopers, Jokers & Rogues - From ""Keep Hauling"" Soundtrack",The Fisherman?s Friends,spotify:track:1LDbMq7bLuJOm3vI09x0js,shanty,0.678,0.683,4,-8.085,1,0.0432,0.381,0,0.239,0.837,100.035,4,0.000176861,0.551944449,0.003703704
432,1637423821,1637423836,Here and Gone,Somewhere Off Jazz Street,spotify:track:3XUVCLy5hv13XLE4IaQWzc,dark jazz,0.599,0.0598,7,-21.165,0,0.0347,0.856,0.171,0.114,0.031,69.135,4,0.001094051,-0.851331356,0.001262407
433,1637423851,1637423866,Last Night I Rocked The Room Like Elvis And Had Them Laughing Like Richard Pryor,Jesu,spotify:track:2bDaZYDo7Udd3kDqgW2xi9,experimental rock,0.558,0.341,7,-18.122,1,0.0384,0.0474,0.786,0.11,0.123,94.979,4,0.000404612,0.061488074,0.015149722
434,1637423882,1637423897,"Piano Concerto in A Minor, Op. 16: I. Allegro molto moderato",Edvard Grieg,spotify:track:7DDorBdJFHtJVA3H4djmPW,norwegian classical,0.289,0.0409,9,-26.257,0,0.0396,0.977,0.869,0.0914,0.0369,132.211,4,0.00013756,0.237722222,-0.01202662
435,1637423912,1637423928,Sands of Now,Elephant Revival,spotify:track:2pMI9DsKHNDeypkvArEQbN,washboard,0.628,0.423,2,-10.374,1,0.033,0.779,0.000224,0.167,0.498,137.954,4,0.000658314,-0.531916672,0.015111852
436,1637423943,1637423959,21st Century Honky Tonk American Band,Midland,spotify:track:48JwZkoVGKlO7kLSPZts5Q,neo honky tonk,0.49,0.891,2,-5.227,1,0.0792,0.00904,0.0000843,0.051,0.39,96.01,4,-0.000790183,0.033880947,-0.001821667
437,1637423974,1637423989,Nascut amb un so,Senior i el cor brutal,spotify:track:0vxOnGAeW3BrADfsBLXNev,indie valenciana,0.484,0.79,2,-8.266,1,0.0311,0.215,0.00000275,0.217,0.585,145.038,4,-0.000626394,0.411448414,0.012602547
438,1637424005,1637424020,Popcorn e patatine,Nino D'Angelo,spotify:track:5P3xW0mqWlhmZc1GBKPmq7,italian pop,0.78,0.634,9,-12.455,1,0.0461,0.29,0,0.356,0.96,119.376,4,-0.004337065,0.521845241,0.006452778
439,1637424036,1637424051,Hun Vil Ha' En Rapper,Jooks,spotify:track:5xytDzRdvGGAWyhZMrFMDG,danish hip hop,0.708,0.831,4,-4.345,0,0.19,0.0555,0.00000341,0.27,0.674,79.268,4,0.001201816,-2.724527798,0.014231481
440,1637424066,1637424082,A Little Lazy Morning In Paris - French Kiss Vocal Mix,Night Loungers,spotify:track:0D36URE17Q4FmIW8mhngLd,deep vocal jazz,0.466,0.492,9,-10.05,0,0.0264,0.116,0.071,0.0933,0.0776,108.012,4,0.003253844,-0.455021824,0.014688611
441,1637424097,1637424112,AG Baby,Adekunle Gold,spotify:track:0oRZVb2rQETJc6Q6V4SM4d,nigerian pop,0.726,0.714,2,-6.136,1,0.055,0.0487,0.0000172,0.59,0.669,92.141,4,0.00057639,2.515297607,-0.003671527
442,1637424128,1637424143,Leaves of Yggdrasil,Myrkur,spotify:track:493p02EmIa0C93GchYyF6x,medieval folk,0.47,0.142,2,-14.09,0,0.0319,0.976,0.00589,0.115,0.291,135.956,3,0.001094407,-0.9809127,-0.005675694
443,1637424159,1637424174,Hoy En Dia,T3R Elemento,spotify:track:65jitxSEmqE0roI89vqxfo,no wave,0.592,0.526,9,-9.537,1,0.0305,0.614,0.00000304,0.112,0.68,107.699,1,0.000345486,-1.042113095,-0.006660416
444,1637424189,1637424205,"Concerto for Violin & Orchestra in D Major, K.218: III. Allegro ma non troppo",Ryo Terakado,spotify:track:0elrjZcK2C0pOQB8dMiT7g,japanese concert band,0.319,0.0483,2,-24.36,1,0.0453,0.931,0.0535,0.081,0.238,82.066,3,0.000702296,0.814375002,0.010100278
445,1637424220,1637424235,"Mass in B Minor, BWV 232: Et in unum Dominum (Soprano 1, Alto)",Johann Sebastian Bach,spotify:track:7tFfuldrCmTeiSXY9W4GuY,classical soprano,0.334,0.108,3,-19.743,0,0.0469,0.987,0.0619,0.159,0.372,76.951,4,0.000612622,0.246666668,0.001623843
446,1637424251,1637424266,Give Up,Substacja,spotify:track:57ZekksvErZaCUqJK2JF17,cinematic dubstep,0.723,0.733,9,-6.691,1,0.105,0.00109,0.17,0.161,0.521,140.112,4,0.000542978,-0.427285722,0.002109259
447,1637424281,1637424296,"Prince Igor, Act II: No. 17, Polovtsian Dances - Arr. for 2 Pianos by Ann Pope",Alexander Borodin,spotify:track:3DFEZcnSeJO03UAgFrgxxB,classic russian pop,0.299,0.168,9,-17.166,1,0.0435,0.991,0.908,0.0522,0.054,72.829,4,7.53764E-05,-0.098452382,-0.005431944
448,1637424312,1637424327,The Ballad of Me and My Friends,Frank Turner,spotify:track:3WNRWjy9u93wnLaP031hoZ,acoustic punk,0.483,0.364,6,-9.186,0,0.0392,0.794,0,0.976,0.243,134.092,4,0.000503104,-0.31641865,0.004209167
449,1637424342,1637424358,"Symphony No. 2 ""Resurrection Symphony"": IV. Urlicht",Gustav Mahler,spotify:track:7CVsPDVGI6Fy2QitaGiraO,post romantic era,0.143,0.0624,1,-19.343,1,0.0552,0.987,0.269,0.0831,0.0326,74.862,4,0.000796491,0.021805555,-0.004796528
450,1637424373,1637424388,Returning To You (feat. Alison May) - Sultan + Shepard Extended Mix,Seven Lions,spotify:track:4XUFCM39QSZYfsdky9xj6d,dubstep,0.648,0.801,5,-9.168,0,0.0406,0.00882,0.794,0.0895,0.225,123.017,4,0.002031917,-0.02467262,0.002650139
451,1637424404,1637424419,Soon It Will Be Cold Enough to Build Fires,Emancipator,spotify:track:7cHRys0Lhk9642dLaPUMkm,livetronica,0.707,0.467,7,-15.094,0,0.0488,0.849,0.685,0.0957,0.419,94.417,4,0.00091261,-1.067615063,-0.007253843
452,1637424434,1637424450,Energies + Powers,Dizzee Rascal,spotify:track:1VfO1i1bfHDIQWCTIPs6E4,bassline,0.783,0.91,4,-3.101,0,0.236,0.273,0,0.0888,0.204,98.961,4,-0.00094304,0.478617056,-0.01082125
453,1637424465,1637424480,This I Know,Green On Red,spotify:track:7xXa8PKUZRrqsXIsdrCXDO,paisley underground,0.447,0.769,0,-5.943,1,0.0328,0.00189,0.676,0.181,0.57,138.992,4,0.000157617,1.12785713,0.006052222
454,1637424496,1637424511,Use Of Weapons,Discordance Axis,spotify:track:3BzC8IIbn3WRDDjHHxjM1X,mathgrind,0.281,0.835,11,-6.019,1,0.0766,0.00000925,0.949,0.0724,0.184,109.191,1,0.000176208,-0.172605161,0.002921621
455,1637424526,1637424542,Clouds in Dark Skies,Bing Satellites,spotify:track:1TRFRSHtlM3hvcTiV4wHEw,deep ambient,0.0723,0.0616,5,-25.512,0,0.0438,0.98,0.954,0.0749,0.0326,69.336,4,9.2474E-05,0.821398809,0.010665741
456,1637424557,1637424572,Cec?lia & os Bal?es,C?cero,spotify:track:6Wwvxy2MQ1KN9izKL3NBiS,nova canco,0.364,0.547,7,-10.516,0,0.0285,0.765,0.678,0.346,0.17,102.855,4,-0.000435097,-0.011517851,-0.003368194
457,1637424588,1637424603,Amor por Inter?s,El Afinaito,spotify:track:1LddguUkoLw7YR2UsHfHlU,champeta,0.697,0.669,0,-7.989,1,0.203,0.0616,0,0.118,0.487,117.035,4,-0.000450917,-1.080799603,0.002328519
458,1637424618,1637424634,Follow Me up to Carlow,The Fighting Men From Crossmaglen,spotify:track:6RgaiB3el7sX9kNCZD5fl1,irish ballad,0.666,0.692,0,-6.14,1,0.0323,0.675,0.109,0.382,0.962,118.393,4,0.000546635,0.574111113,-0.001927917
459,1637424649,1637424664,Stairway to the Ussr,Boogie Belgique,spotify:track:0wUB8jxMGGoeyMuIdJ075m,swing,0.729,0.565,7,-9.781,0,0.0379,0.0763,0.822,0.188,0.367,92.036,4,0.000310933,0.759910723,-0.006742778
460,1637424680,1637424695,Peer Gynt Suite No.2 op. 55 Solveig's Song (Andante-Allegretto tranquillamente),Academy of St. Martin in the Fields,spotify:track:5cOsmHu55zBVw70fG4O2mD,chamber orchestra,0.113,0.0159,9,-31.894,0,0.0459,0.969,0.875,0.0578,0.0359,93.219,4,0.00111501,-0.548638893,0.001744213
461,1637424711,1637424726,"History of Techno, Pts. 1 & 2",K-X-P,spotify:track:0zg1Mm9g6wElwQPnMGfkmd,finnish techno,0.593,0.706,1,-11.387,1,0.0334,0.199,0.837,0.206,0.419,142.044,4,0.003135576,-0.787222223,-0.000412037
462,1637424742,1637424757,Ostdeutschland,Hollywood Hank,spotify:track:0ZtIBOjlulBNYaoQ1uqfp4,psychokore,0.653,0.713,11,-6.373,0,0.166,0.347,0,0.134,0.836,93.021,4,-0.002583284,0.749543651,-0.010704907
463,1637424772,1637424788,Uit de Trap,Nass,spotify:track:1OWqeMomDbYLiU5X5Dk5uA,dutch trap,0.908,0.765,2,-5.138,1,0.0596,0.247,0.0000028,0.112,0.563,127.019,4,-5.97126E-05,-0.27732144,-0.008216667
464,1637424803,1637424818,Uplifting (Music),Cat Music Experience,spotify:track:17g1JmepW46fFal3hc8ddd,pet calming,0.64,0.133,5,-18.652,1,0.0347,0.757,0.000154,0.1,0.11,77.001,4,0.000526572,-0.649555561,-0.001790509
465,1637424834,1637424849,First Day Of My Life,Bright Eyes,spotify:track:6CZzNmhwOxR5gRyl6Neaw8,omaha indie,0.558,0.288,1,-13.372,0,0.0323,0.863,0.0000866,0.0879,0.413,95.105,4,0.000862397,0.153694444,0.007665509
466,1637424865,1637424880,Unknown,Unknown,spotify:track:7oI4wx2wjPGrVrAU29RwVp,vietnamese bolero,0.266,0.406,1,-10.222,0,0.0326,0.824,0,0.187,0.236,148.615,4,0.00054587,-0.598182539,0.002496574
467,1637424895,1637424910,Umi O Mitsumete,Monsters of Shamisen,spotify:track:45RB75AP2QoFP91NF3VoIz,shamisen,0.825,0.275,2,-12.833,0,0.0598,0.907,0.928,0.0582,0.456,135.987,3,0.000122466,0.401815472,0.000145972
468,1637424926,1637424941,Eyes Without a Face,Creak,spotify:track:3lKudc36GBPQtlpsR8tAVt,ukhc,0.398,0.983,4,-5.239,0,0.121,0.0000186,0.12,0.637,0.159,161.962,4,0.044389138,0.318499999,0.002836111
469,1637424958,1637424973,Ways and Means,The Reverend Peyton's Big Damn Band,spotify:track:3aTKFTz6owUUZ5XMZ0q0tw,deathgrass,0.33,0.825,6,-7.472,0,0.0461,0.00529,0.0159,0.106,0.501,169.866,4,0.003608842,-0.509361111,-0.013028936
470,1637424989,1637425004,Una Nota (8-Bit J Balvin & Sech Emulation),8-Bit Arcade,spotify:track:1MyiSZZQc5UQGBBS7uLEcJ,8 bit,0.661,0.577,8,-5.066,0,0.0688,0.225,0.965,0.0673,0.473,179.314,4,0.000631419,0.145091275,0.017917038
471,1637425020,1637425035,Incomniac - Rock Edit,Glis,spotify:track:30kCCru1RWNJlXhEsKFDcc,future rock,0.463,0.893,3,-6.291,1,0.0599,0.000305,0.0236,0.401,0.254,130.017,4,-0.000450121,-0.313660712,0.011623472
472,1637425051,1637425066,Undeniable (feat. X Ambassadors),Kygo,spotify:track:71qB68guEJjbvtjlkZ8DF5,edm,0.684,0.506,6,-6.743,1,0.0338,0.159,0,0.26,0.352,108.036,4,-0.0009849,-0.184666652,0.00471412
473,1637425081,1637425097,Before You Wake Up,Adekunle Gold,spotify:track:2PKRz9DR6lUX6zAJgW5aRV,azontobeats,0.629,0.821,8,-3.4,0,0.17,0.499,0,0.411,0.715,63.59,5,0.000627418,0.624464288,-0.004215833
474,1637425112,1637425127,El ?ltimo Encargo,Enigma Norte?o,spotify:track:1bQvzD3OZIJ0zBiir1DpA3,deep norteno,0.533,0.749,7,-3.69,1,0.306,0.293,0,0.0793,0.874,79.66,4,0.000996556,0.104805552,0.016550926
475,1637425143,1637425158,"Love On The Rocks - From ""The Jazz Singer"" Soundtrack",Neil Diamond,spotify:track:5nbo7FhmOoAQiKnpAcdhqL,soft rock,0.302,0.213,9,-16.435,0,0.038,0.814,0.00000668,0.0884,0.191,130.214,4,0.002512677,-0.153787702,0.010541574
476,1637425173,1637425189,In Trances,A Lot Like Birds,spotify:track:2cwnPl1Rj06SLeeyfxXjwa,hard trance,0.509,0.899,0,-7.935,1,0.206,0.693,0.00946,0.898,0.511,126.944,3,-0.005670542,-0.135982142,-0.002731111
477,1637425204,1637425219,Serpenti A Sonagli (feat. Lacrim) - RMX,Sfera Ebbasta,spotify:track:47XqWRKJZbe7AUAAo9xErZ,italian pop rock,0.515,0.562,5,-7.085,0,0.0684,0.159,0.00000103,0.112,0.19,149.964,4,0.003345844,-0.432055557,-0.013417824
478,1637425235,1637425250,Jazzy and relaxing beats,Ambient Jazz Collective,spotify:track:3cdmv1OEbudbRuDyaGNri4,j ambient,0.725,0.377,2,-24.153,1,0.0538,0.714,0.832,0.106,0.311,140.031,4,-0.001754719,1.085353179,-0.00013537
479,1637666363,1637666378,Anys i Anys Per Molts Anys (Catalan),Escola Catalana,spotify:track:2ga5IA8cHYGLbbqWRUEd3U,musica infantil catala,0.601,0.811,7,-4.954,0,0.0486,0.334,0.0304,0.0693,0.841,144.358,4,0.002317418,-0.208555534,0.005390046
480,1637666394,1637666409,Rode Variations Op. 23: Ii. Variation I: Stesso tempo,Carl Czerny,spotify:track:2ETOLwqtOCyOVSpcmdS1CL,early romantic era,0.414,0.215,3,-17.593,1,0.0473,0.989,0.922,0.149,0.657,77.496,5,0.00460007,3.419916635,-0.044054398
481,1637666425,1637666440,Heart Full of Soul - 2015 Remaster,The Yardbirds,spotify:track:3HlbrnCBdrJ1NObHLMXSZh,british soul,0.492,0.666,9,-9.743,0,0.0351,0.231,0.0000569,0.0469,0.699,140.829,4,0.002931236,0.668021808,4.8009E-05
482,1637666455,1637666470,Ansias,Flou,spotify:track:6U3NjTbEVlgfQjFYrYkyZe,paraguayan rock,0.545,0.782,5,-5.996,1,0.0427,0.000719,0.00392,0.091,0.458,88.014,4,0.000731591,-2.919970196,-0.001973888
483,1637666486,1637666501,I Love The Music - Manuel De La Mare & Alex Kenji Remix,Seamus Haji,spotify:track:798omHT1127zeDwRysJ1zW,funky breaks,0.779,0.96,9,-6.845,1,0.103,0.00237,0.822,0.0412,0.756,127.997,4,0.000979417,-0.354956349,-0.018241157
484,1637666516,1637666531,Truly & Really,DJ Vadim,spotify:track:68OV97btvOuBdcIjvSWk4D,scratch,0.883,0.703,10,-6.726,0,0.279,0.661,0.0000773,0.236,0.756,93.104,4,0.000732721,0.515119046,-0.022505973
485,1637666547,1637666562,INQB8TR - Alt Mix,Bark Psychosis,spotify:track:3ntATHfnuCv9nsfTAXDDjZ,drone psych,0.35,0.497,2,-12.671,1,0.0576,0.18,0.84,0.217,0.145,101.199,4,0.000977577,-0.251867064,-0.009326296
486,1637666577,1637666593,"Musical Offering, BWV 1079: 4f. Fuga canonica in Epidiapente",Johann Sebastian Bach,spotify:track:3G2mWEKR1Upjc0fEJ4DT0K,early music,0.452,0.109,11,-21.537,0,0.0419,0.93,0.00000709,0.0917,0.486,77.906,4,0.00216557,-0.03783135,0.001880741
487,1637666609,1637666624,Unknown,Unknown,spotify:track:4stQ6zfPzdEhGpBGVRharm,bernu dziesmas,0.718,0.31,8,-9.959,1,0.0333,0.912,0,0.0619,0.84,108.39,4,0.001073128,0.424263891,-0.005541158
488,1637666639,1637666655,Keep It to Myself - Crystal Rock & Marc Kiss Extended Mix,Jovani,spotify:track:2bEBhl3GnX5gtvvaMjfYHv,lithuanian rock,0.654,0.785,5,-4.109,0,0.0633,0.00406,0.00112,0.06,0.6,126.069,4,0.000460998,0.219642855,-0.00673
489,1637666670,1637666685,"Ok, All Right",David Archuleta,spotify:track:0Q0rkD97ywIUK6xhbXEUX5,lds,0.883,0.728,0,-6.079,1,0.0506,0.228,0,0.173,0.489,104.037,4,0.000905571,0.164513889,-0.004123241
490,1637666700,1637666715,Ural-Tanz,Isba Balalaika Ensemble,spotify:track:3ewiffjkHvkgzhzuZoxNQ4,balalaika,0.591,0.228,4,-19.286,1,0.0494,0.934,0.841,0.152,0.722,123.079,4,0.000255107,0.144374998,-0.007704861
491,1637666731,1637666746,Fine Wine (feat. King Promise & Joeboy),R2Bees,spotify:track:3E3WIVDBt4rX4N2kRrwSah,hiplife,0.766,0.741,8,-3.077,1,0.172,0.362,0.0000115,0.145,0.598,99.997,4,7.23535E-05,0.21375,-0.002227037
492,1637666761,1637666776,The Ruse Of Empty City: Aria A,Ma Lianliang,spotify:track:7cWPrjUmEJEGHQnaDnjS7s,chinese opera,0.588,0.105,8,-19.94,1,0.153,0.985,0.22,0.342,0.765,114.757,3,0.000291129,-0.220535713,-0.005690278
493,1637666792,1637666807,Uyan,Yekta Hakan Polat,spotify:track:6Nbm5D5y3TMo41eHXdUu6M,mevlevi sufi,0.463,0.142,7,-11.158,0,0.0385,0.951,0.0000375,0.139,0.732,109.707,3,0.00059825,0.542900801,-0.004964259
494,1637666822,1637666838,"Vocalise, Op.34, No.14",Sergei Rachmaninoff,spotify:track:77ukAaQhLrlZAgYXDIE3Hm,uk dub,0.167,0.0888,1,-21.244,0,0.0403,0.994,0.941,0.0984,0.0473,91.258,1,-0.001641717,0.216369049,0.01082625
495,1637666853,1637666868,"It's a Man's Man's, Man's World",S?kouba Bambino,spotify:track:7FdMJOWHvJFKvixNzhuHY3,mbalax,0.655,0.449,2,-8.181,0,0.0392,0.321,0,0.346,0.519,148.996,3,-0.011461297,-0.346333317,0.013357639
496,1637666883,1637666899,17 e 700 (Dezessete e Setecentos),Luiz Gonzaga,spotify:track:1BsbFSFMe0zxwIezIlIxm0,baiao,0.726,0.827,2,-8.384,1,0.0933,0.289,0,0.198,0.936,92.091,4,-0.000255105,2.127946411,-0.008794167
497,1637666914,1637666929,Always Will Hope (Hey Jude) - Remastered,Sinn Sisamouth,spotify:track:7yUg0FxKepKipBxh3DJb4E,cambodian rock,0.345,0.745,10,-6.218,1,0.0621,0.152,0.00905,0.0521,0.715,81.67,4,-9.05659E-05,-0.624333363,0.006417824
498,1637666945,1637666960,Our Hope Goes with You,Yoko Shimomura,spotify:track:7BhApJQYaMS17YcqphXhhv,chip hop,0.198,0.14,11,-16.659,0,0.0361,0.891,0.931,0.107,0.066,81.199,4,0.001584485,-2.05047816,-0.007152685
499,1637666975,1637666991,Solito en la noche,Luis Bordon,spotify:track:5fopC7W6zvFZrSk4T3KILM,arpa paraguaya,0.628,0.718,9,-9.687,1,0.0337,0.519,0.882,0.163,0.872,147.922,3,0.024755952,0.004591275,-0.087402038
500,1637667006,1637667021,Trauermusik: IV. Choral (Arr. for Saxophone Quartet and Cello),Paul Hindemith,spotify:track:4rGSaLGdWo0sZf1iU16ohh,classical saxophone quartet,0.198,0.0407,11,-22.075,0,0.0446,0.99,0.938,0.103,0.0365,69.919,4,-0.003234186,-0.869196429,0.011046667
501,1637667037,1637667052,The Snake & the Pit,Triddana,spotify:track:1av3rCVb0YeVBuTP8EP5IZ,celtic metal,0.502,0.929,2,-4.741,0,0.0511,0.000625,0.00000243,0.324,0.617,110.846,3,0.002218301,0.545956349,-0.031025231
502,1637667067,1637667083,The Anthem - Unreleased Extended Version,Onra,spotify:track:6BBMTq9i28Av9sec7BDalt,wonky,0.768,0.943,6,-0.841,1,0.175,0.465,0.00173,0.239,0.755,93.844,4,0.005916791,1.255178571,-2.20834E-05
503,1637667098,1637667113,United '94,Psychic TV,spotify:track:0xrqvdbNkZ3099EwZOFqtz,british industrial,0.581,0.819,10,-16.824,0,0.0499,0.00555,0.747,0.911,0.773,134.058,4,0.001140032,-0.501222216,-0.03259375
504,1637667128,1637667143,Livin It Up (with Post Malone & A$AP Rocky),Young Thug,spotify:track:7zjEyeBsaw9gV0jofJLfOM,rap,0.767,0.313,7,-12.059,1,0.0798,0.838,0,0.105,0.765,82.582,4,0.00010659,-0.452410711,-0.011774167
505,1637667159,1637667174,"String Quartet, Op. 11: II. Molto adagio",Samuel Barber,spotify:track:1CA5IRs7tPWlrfozSL0MKE,modern string quartet,0.1,0.039,10,-26.611,0,0.0469,0.923,0.876,0.103,0.0322,89.603,3,-0.003139507,0.170999996,-0.021361111
506,1637667189,1637667205,The Sad Punk - Live in the USA 2014,Pixies,spotify:track:2EJoIFUnoML6MravHObxsg,boston punk,0.119,0.952,9,-5.569,1,0.113,0.0000714,0.000619,0.458,0.336,174.771,4,-0.006419233,0.638958343,0.083098611
507,1637667220,1637667235,-Out,Laurel Halo,spotify:track:5qwXedfS62l4G8X0NoIDti,mandible,0.38,0.186,2,-24.696,1,0.0534,0.878,0.914,0.109,0.0619,67.636,3,-0.004288834,-0.235777793,-0.033186343
508,1637667251,1637667266,"First Encounter - From ""Arrival"" Soundtrack",J?hann J?hannsson,spotify:track:6nI1Y2L0cNjXSXD9M34nOj,icelandic classical,0.186,0.00432,7,-20.811,1,0.0366,0.926,0.963,0.0952,0.0286,57.23,4,0.000447824,-0.844821433,0.000685555
509,1637667281,1637667296,Arms Of Surrender,Ana Criado,spotify:track:2Uuy0I268yoKXDpiMEQOzF,vocal trance,0.539,0.873,10,-6.969,1,0.048,0.00106,0.0396,0.705,0.178,137.996,4,-0.000183608,0.368988088,0.0070875
510,1637667312,1637667327,Vengeance on the World (from FFVII 'One-Winged Angel'),Nobuo Uematsu,spotify:track:1xc5gKFxeeELMJJLoAzTpG,j core,0.624,0.654,10,-7.749,1,0.0403,0.737,0.00581,0.302,0.339,122.166,4,-0.000112013,-0.483099206,-0.001561944
511,1637667342,1637667357,Lluvia Y Jardin,Algodon,spotify:track:5ekhRjjCjNm7ECKpJTVtd7,cumbia salvadorena,0.648,0.475,0,-11.919,1,0.028,0.00583,0,0.16,0.411,122.224,4,0.000519909,0.169434523,0.001014583
512,1637667373,1637667388,You're Taking up Another Man's Place,Aretha Franklin,spotify:track:66ARi37V7JiyDELJQzMZUi,memphis blues,0.494,0.282,8,-16.521,1,0.0385,0.835,0.0276,0.0913,0.363,132.757,3,6.82005E-05,0.421878972,-0.00303375
513,1637667403,1637667419,Unknown,Ros Serey Sothea,spotify:track:08fpMPWzJ3jF0rTgqvq20L,khmer,0.453,0.869,7,-3.93,1,0.0429,0.57,0.0000321,0.12,0.871,132.474,4,0.000381259,-0.317738095,-0.001724028
514,1637667434,1637667449,The Invention Of Flying,Innellea,spotify:track:0PyT3JsDIKzz5TvzSoAXJV,organic electronic,0.715,0.838,5,-7.356,0,0.0464,0.00589,0.849,0.0797,0.46,119.988,4,0.000740767,0.35194444,0.006851852
515,1637667465,1637667480,Shut Up and Kiss Me,Mary Chapin Carpenter,spotify:track:2n0iU69BBUBxPrB1wRe3J3,rock chapin,0.777,0.535,9,-11.894,1,0.0422,0.537,0.000073,0.101,0.963,119.935,4,0.000480421,0.132402771,-0.003172083
516,1637667495,1637667510,Ovamo Dojdi Sokole,Folklorna Dru?ina Vuga,spotify:track:3CRJqgB3OSkiVjsnuVmvmp,croatian folk,0.172,0.317,0,-7.285,1,0.032,0.416,0.0000884,0.358,0.301,82.782,1,-0.002964814,-0.18039682,0.001190602
517,1637667526,1637667541,I Love a Mellow Groove,The Jimmy Castor Bunch,spotify:track:7y95wKTNqTZQEhBRU4z00B,rare groove,0.709,0.912,11,-9.317,0,0.0497,0.74,0.0021,0.0413,0.932,121.198,4,-0.003633041,1.202440469,0.022388056
518,1637667557,1637667572,Je reviendrai ? Montr?al,Fabienne Thibeault,spotify:track:6qPkZb8NRC8MnM1a4B0kbW,chanson quebecois,0.322,0.37,4,-8.633,1,0.034,0.497,0.00000151,0.0959,0.17,146.858,4,-0.001855835,0.126589286,0.018228009
519,1637667587,1637667602,Safe And Sound,Capital Cities,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,metropopolis,0.655,0.819,0,-4.852,1,0.0316,0.000176,0.00374,0.104,0.766,117.956,5,0.001133967,-0.625654769,0.029471528
