Column1,timestamp_start,timestamp_end,name,artist,uri,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,EDA,HR,TEMP
210,1637343492,1637343507,Shiver And Shake,Ryan Adams,spotify:track:0M4C151vgJbVnCYDQ6AHCS,alternative roots rock,0.389,0.443,9,-12.13,1,0.0316,0.702,0.000135,0.0936,0.141,144.024,4,0.001278531,1.122648796,0.002388472
211,1637343523,1637343538,A Familiar Sound (feat. Kinnego Flux) - Instrumental,Boxcutter,spotify:track:0mDhLZeOSrrwdHfhRBCbQC,purple sound,0.717,0.425,10,-14.742,0,0.0571,0.0725,0.793,0.0893,0.411,134.982,4,-0.000957388,-0.134501979,0.006221759
212,1637344109,1637344124,Consecrated and Consumed,Of Feather And Bone,spotify:track:5OFFImGsOPeg59u0df2YU8,voidgrind,0.0739,0.996,10,-4.542,1,0.106,0.00000317,0.599,0.0328,0.0232,176.288,4,0.000169023,1.572166766,0.003200232
213,1637344139,1637344155,Ulrikas Dans,Arild Andersen,spotify:track:7l2QhRG580LEeTftZ4CLVJ,swedish jazz,0.319,0.253,7,-19.364,1,0.0432,0.739,0.827,0.689,0.328,98.533,3,0.000692905,-0.196934524,-0.008360972
214,1637344170,1637344185,Story of an Artist,Daniel Johnston,spotify:track:41mErQhqRBmHD41YhChsUB,outsider,0.415,0.313,2,-11.147,0,0.0415,0.986,0.264,0.323,0.687,108.08,4,0.000834313,-0.063527777,-0.010711806
215,1637344200,1637344216,Boy You?re Alright,Tupelo Honeys,spotify:track:148O5WxdDB8vGsgH0YMX51,svensk indie,0.522,0.881,4,-2.392,1,0.0384,0.0582,0.000546,0.241,0.49,95.528,4,0.000633178,-0.303847218,-0.006036435
216,1637344232,1637344247,Umipnai Chatuainu,Alter Yechiel Karniol,spotify:track:6z19giqEJVhD0eSZpkuZli,jewish cantorial,0.247,0.246,11,-12.867,1,0.0491,0.972,0,0.164,0.131,108.999,3,0.001108851,0.065267857,-0.006611898
217,1637344263,1637344278,Unkind and Unwise - Live at the Town and Country Club,The Go-Betweens,spotify:track:0kMHF27lWez7LCYuVRdtq2,australian country,0.408,0.851,7,-7.824,1,0.0666,0.0626,0.0121,0.74,0.633,139.7,3,0.000268134,0.271994045,-0.001012639
218,1637344294,1637344309,Me and Bobby Mcgee,Gordon Lightfoot,spotify:track:2GqdY4hcw56dBX8M6qtT8L,classic uk pop,0.692,0.224,4,-16.513,1,0.0356,0.828,0.054,0.0479,0.484,87.434,4,0.000140948,-0.238249996,-0.004369444
219,1637344325,1637344340,Sama'i Nawa Athar,Hicham Chami,spotify:track:1Q1G3Ck6EYoK5jBcXwUxZJ,turkish classical,0.675,0.397,7,-14.502,1,0.0407,0.917,0.866,0.208,0.682,110.189,5,-0.002821712,-2.076226226,-0.011455324
220,1637344356,1637344371,Raised On Rock,Blindside Blues Band,spotify:track:0ac8z77CmJqcrn5On7M9Cx,power blues rock,0.227,0.798,2,-5.839,0,0.0526,0.000744,0.0024,0.85,0.539,135.665,4,0.001247838,1.274732149,0.001539028
221,1637344387,1637344402,A Man And The Blues,Buddy Guy,spotify:track:5vbw9boDHRHLZiv90e2ZVx,modern blues,0.504,0.212,0,-16.756,1,0.0408,0.893,0.22,0.0817,0.233,108.629,4,-0.009902103,2.874666744,0.016788657
222,1637344418,1637344433,Show of Force,Galaxian,spotify:track:5Q6q43ZYVd11aWPNzQ3mEW,scottish electronic,0.621,0.852,6,-10.791,0,0.0705,0.00192,0.881,0.126,0.324,74.998,3,-0.000990315,-0.296019845,-0.013750602
223,1637344450,1637344465,Loputon Blues - Mess of Blues,Topi Sorsakoski,spotify:track:0VvgBpLlNgGHYNiLqPKsoS,finnish blues,0.691,0.564,0,-5.82,1,0.0373,0.147,0,0.32,0.841,108.335,4,0.000884731,-0.410307542,0.008644074
224,1637344480,1637344495,"Corroboree, Suite from the Ballet: III. A Rain Dance",John Antill,spotify:track:4h1IWSB93ayyjTRMmGtQXi,australian classical,0.259,0.319,0,-19.079,1,0.0839,0.788,0.00272,0.0747,0.0924,172.876,4,-0.012275806,-0.181517859,-0.011649028
225,1637344510,1637344526,Boss - work in progress,FEMM,spotify:track:55RPcOFyRxTnJmGAskwZ4V,japanese prog,0.819,0.407,4,-8.888,0,0.0513,0.0923,0.876,0.11,0.0372,130.048,4,0.001397953,0.368408748,0.008222546
226,1637344541,1637344556,"Copp?lia, Act I: No. 1, Valse",L?o Delibes,spotify:track:13rjewukwM3HxxoRTx1uQ6,french opera,0.267,0.122,3,-19.132,1,0.0401,0.926,0.915,0.105,0.373,143.569,3,-0.000193958,0.242462304,0.011624861
227,1637344572,1637344588,Galiano: Opale Concerto: II. Moderato malinconico,Richard Galliano,spotify:track:3nd61u7L5HBqI8wzHlyVNs,jazz accordion,0.17,0.062,2,-21.966,0,0.0418,0.858,0.0207,0.378,0.0462,106.186,3,0.001245245,-0.057351188,0.001392083
228,1637344603,1637344618,Inward,Thou,spotify:track:497aJqGyolpoLwRzUTYq1s,voidgrind,0.118,0.725,2,-8.323,1,0.0563,0.00000702,0.59,0.453,0.316,72.808,4,0.000858612,0.480916667,0.017049768
229,1637344633,1637344648,Como Te Olvido,Sergio Acosta,spotify:track:5atZVRRULZ0BoTH4vqoNoT,guaracha,0.817,0.619,11,-6.654,0,0.0577,0.219,0.000109,0.0549,0.602,127.996,4,0.000573349,-0.519039672,0.000616991
230,1637344664,1637344679,Punk Freud Armada (Live),Pink Freud,spotify:track:3BS0s7GiI5xNkpTAEzv4Y2,polish punk,0.649,0.937,9,-5.661,1,0.0466,0.00537,0.531,0.626,0.75,110.074,4,0.000558603,-0.45485119,-0.011864306
231,1637344695,1637344710,Have Yourself a Merry Little Christmas,Al Jarreau,spotify:track:0FdyA6lQt4V0NoyI9bk758,smooth soul,0.612,0.538,9,-9.54,1,0.0301,0.61,0.0000978,0.101,0.512,144.083,4,-0.001230902,1.020470233,-0.007027268
232,1637344725,1637344741,Hele Norge roper ulv,Black Debbath,spotify:track:4wVTvZbdltTp92Rt93I8OF,doom metal,0.278,0.852,7,-7.368,0,0.08,0.000526,0.0352,0.187,0.253,115.477,4,0.005733856,1.101934537,-0.010323333
233,1637344756,1637344771,All I Need,[re:jazz],spotify:track:3bUrwdAPrWMiQVoNYwwYNV,nu jazz,0.724,0.34,7,-13.688,0,0.0271,0.735,0.00792,0.118,0.431,93.011,4,-0.003538683,-0.691666669,-4.05091E-05
234,1637344786,1637344802,Ring of Fire,Andreas Piepenburg,spotify:track:3RWy163YnLxCxZuEvP64sv,deep discofox,0.718,0.952,7,-3.955,1,0.0344,0.00639,0.342,0.097,0.928,116.013,4,0.001554457,-1.027767863,-0.012405139
235,1637344817,1637344832,America Salsa Choke y Gol,Patio 4,spotify:track:6eBlCbyDBAMfyiWTWVT5uN,salsa choke,0.798,0.872,9,-3.055,0,0.255,0.672,0,0.729,0.734,98.022,4,-1.40245E-05,-0.301222222,-0.004733796
236,1637344847,1637344863,?ndios - Ao Vivo,Biquini Cavad?o,spotify:track:7aolD66P6IXPakMf8c315s,rock tico,0.483,0.893,7,-4.609,1,0.0637,0.0192,0.000153,0.78,0.434,155.972,4,0.000158221,0.270914681,-0.005667222
237,1637344878,1637344893,Back On The Rocks - Extended Mix,MEGA NRG MAN,spotify:track:1V3aM3e9Jfyl4OpSiNIbvX,euro hi nrg,0.494,0.996,0,-1.708,1,0.0465,0.000579,0.00137,0.114,0.534,156.062,4,-0.000117036,-0.236815453,0.002937083
238,1637344908,1637344924,Union - Groove Mix,Desert Dwellers,spotify:track:3Ko5oOHlziMVcfr5Ne1gkM,psychill,0.606,0.591,6,-13.163,0,0.039,0.422,0.947,0.217,0.186,99.982,4,-0.000840412,-0.293839288,-0.007301805
239,1637344939,1637344954,Igra Zvana Hip Hop,BG Kult,spotify:track:0ymbRE65B7EGoR7Xsni76y,balkan hip hop,0.777,0.86,11,-4.581,1,0.406,0.0934,0,0.0435,0.848,96.494,4,0.000826939,-0.316305553,-0.006886574
240,1637344969,1637344985,Horsin' Around,The Soul Brothers,spotify:track:0yXlBfApf6Zhz1JrACep76,arab groove,0.621,0.761,5,-9.167,1,0.0358,0.1,0.888,0.384,0.896,128.783,4,-0.001108952,-0.244851189,0.000895509
241,1637345000,1637345016,Aliou wara,Mohamed Sa?dou Sow,spotify:track:6lhaU1n8MDMcbB1B3xpVy4,musique peule,0.483,0.0148,6,-21.856,1,0.107,0.963,0.000863,0.314,0.466,129.621,3,0.000450181,1.368111106,-0.006694444
242,1637345031,1637345047,Add-Space-To-Time,Software,spotify:track:7ahmbnarBp2sas35tL94e4,organic electronic,0.517,0.467,4,-17.006,0,0.0384,0.0902,0.352,0.0977,0.0396,163.228,4,0.002229207,-0.040894865,0.005144722
243,1637345062,1637345077,"Lago di Bonzo (Tegernsee) - Orig. ""You never can tell""",Zither Man?,spotify:track:5oWmOix8FknFhX8ijjq1hD,zither,0.689,0.539,2,-8.301,1,0.0428,0.886,0,0.253,0.546,125.367,4,0.006432808,2.218964271,0.000349074
244,1637345093,1637345108,"I-Ching Variations, for brass quintet and live electronics: Second Movement",Per M?rtensson,spotify:track:7CSwJSUxlUWtRWNbq2rwaT,swedish electronic,0.369,0.245,8,-21.216,1,0.0626,0.957,0.903,0.428,0.0757,128.858,3,0.002021112,0.144279764,0.001208611
245,1637345124,1637345139,International Love,Fidel Nadal,spotify:track:6WnHvniJIHbDGe9Re8c591,reggae mexicano,0.669,0.791,11,-6.632,1,0.0397,0.35,0,0.112,0.927,87.97,4,0.000663393,-2.792642833,0.015826898
246,1637345155,1637345170,Les Noces: Part I : The Departure of the Bride,Igor Stravinsky,spotify:track:5rqPChuyG3trYkxVCp8gzY,russian metal,0.378,0.284,4,-15.127,0,0.114,0.983,0.000302,0.096,0.0494,120.151,4,0.001219409,0.742500003,0.002989861
247,1637345186,1637345201,Toi et moi,Stephanie Methot,spotify:track:25kYqMwshK7o2YXrIscyb5,bal musette,0.595,0.408,5,-12.552,1,0.0267,0.854,0.0976,0.163,0.473,106.012,3,0.001163196,-0.760873014,0.008711944
248,1637345216,1637345232,Otro Amor Llego,Los Silver Star,spotify:track:759uPQuPn0hm8ZclHOVRn9,punta,0.779,0.873,2,-5.873,0,0.0613,0.147,0.00000298,0.0703,0.96,116.982,4,0.000486644,-0.746624998,0.001071018
249,1637345247,1637345263,Sardegna Stand Up live intro,Sa Razza,spotify:track:1pLDGbzaNVYGQE9Lwgonvo,rap sardegna,0.603,0.645,9,-12.466,0,0.155,0.457,0.0127,0.368,0.638,184.134,4,0.000584339,1.364345239,0.005107222
250,1637349684,1637349700,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",Jack Harlow,spotify:track:0ZLuW8uOXdFNWcI40C0OC2,deep r and b,0.904,0.723,11,-5.224,0,0.26,0.0631,0,0.185,0.835,145.013,4,0.000352593,0.650172601,0.009788704
251,1637349715,1637349730,Psychedelic Liberation - Audiotec & Faders Remix,Killerwatts,spotify:track:2gwZkmgjYtUSqueizPZ9zx,forest psy,0.591,0.955,6,-6.761,0,0.0399,0.0000466,0.726,0.179,0.0366,141.987,4,0.000822053,-0.335863094,0.004614861
252,1637349746,1637349761,Through The Fire And Flames,DragonForce,spotify:track:2eB7JqIY4hTTSz31h6bjwR,metal,0.153,0.953,0,-4.74,0,0.122,0.00152,0.0062,0.366,0.14,199.892,4,0.002310596,0.890051587,0.010668056
253,1637349776,1637349791,Why Do U Say You Love Me?,Arly Lariviere,spotify:track:4A3oteJOB8WbnWNiRB6yKy,kompa,0.524,0.792,2,-5.565,1,0.0639,0.281,0,0.209,0.65,87.812,4,0.013799694,0.693660702,-0.003350417
254,1637349807,1637349822,Broche de Oro - En Vivo,Dale Q' Va,spotify:track:6xksR0XMXs7fI6aYtlsZYg,cuarteto,0.621,0.829,6,-5.489,1,0.0403,0.181,0,0.762,0.805,149.998,4,-0.006470072,-0.908166654,-0.01488889
255,1637349837,1637349852,Uni Papepap Melod (Remix),Nanda Lia,spotify:track:6SuoiZq2EFbxLq0W9ByKVf,dangdut remix,0.854,0.812,11,-5.03,0,0.0465,0.138,0.106,0.0848,0.852,119.99,4,-0.000905164,-1.021964285,-0.012322639
256,1637349868,1637349883,Club Rocker - Play & Win Radio Version,INNA,spotify:track:4HXIL5ruomRu4ZGdTYHhpB,romanian rock,0.82,0.879,11,-4.037,1,0.127,0.039,0.00112,0.131,0.774,127.999,4,0.001292169,1.035861101,0.000699074
257,1637349899,1637349914,Amen. Yegheetsee- Apcar,NAREK Bell Choir of St. Mary,spotify:track:0NITkOG2E0YjMHJDaK6vfG,handbells,0.242,0.286,7,-13.082,1,0.0397,0.974,0.149,0.368,0.114,147.994,4,-0.001585731,0.203228175,0.00830625
258,1637349929,1637349944,"You Don't Remember, I'll Never Forget",Yngwie Malmsteen,spotify:track:2O6g3yvCX7vdcj6yKfdYl1,shred,0.461,0.785,8,-12.12,0,0.0567,0.000957,0.648,0.612,0.424,107.01,4,0.000119903,-0.076160712,-0.011393611
259,1637349960,1637349975,Why Is the Courtesy of the Prey Always Confused with the Courtesy of the Hunters... Pt. I,Merzbow,spotify:track:3NfjJfCVvXw3BpwQERIoxN,japanoise,0.285,0.932,9,-8.431,0,0.111,0.0961,0.889,0.428,0.124,153.277,4,-0.000219386,0.442684511,0.001551759
260,1637349990,1637350005,The Rifles of the I.R.A,Gary ?g,spotify:track:79msQKgRRuSha5kB0QYJEo,irish rebel song,0.602,0.365,7,-13.895,1,0.0334,0.724,0.00000402,0.254,0.864,111.862,4,-0.000337536,-0.358869045,0.006877639
261,1637350021,1637350036,Charlie?s Blues - Alternate,Vince Guaraldi,spotify:track:21xOrzwQ44o7q01KZBEKGJ,piano blues,0.748,0.141,7,-18.385,0,0.0516,0.98,0.946,0.0964,0.913,109.781,4,-0.00046008,0.278720234,0.018517638
262,1637350051,1637350066,Ja jos spavam,Ceca,spotify:track:3eUT90h5I4rKUotFWwJuWP,bulgarian folk,0.786,0.927,7,-1.504,1,0.034,0.515,0.00000111,0.301,0.97,103.15,4,0.008440601,0.645305569,-0.000780093
263,1637350081,1637350097,"Assassins Creed (feat. Tech N9ne, Token & PASSIONATE MC)",Forever M.C.,spotify:track:0AJ1BqpvlWhEfjEF8CZlFu,hi tech,0.517,0.877,2,-4.716,1,0.412,0.236,0,0.0538,0.268,160.078,4,-0.001272666,0.149940426,-0.015988056
264,1637350638,1637350653,Unborn Baby Sounds,Hypnotherapy Birthing,spotify:track:7L88LXfisiScR0n5oIupdA,hypnosis,0.237,0.0707,10,-26.652,1,0.038,0.973,0.93,0.113,0.266,69.506,4,0.004737027,1.260565476,-0.003571528
265,1637350669,1637350684,Beauty and the Beast: Home,Alan Menken,spotify:track:0jNV7qEMuhgUICnjPs2pCX,show tunes,0.286,0.275,7,-14.076,1,0.0786,0.988,0.889,0.104,0.185,87.766,4,0.00071972,-1.872750017,-0.000822917
266,1637350699,1637350715,An Indian Summer,Al-Pha-X,spotify:track:4zc83wStdxjmxeEz76TMhf,chill lounge,0.632,0.656,7,-8.969,1,0.0396,0.00224,0.0713,0.516,0.659,107.983,4,-0.018876317,-1.070833342,0.015689028
267,1637350730,1637350745,You're Easy On The Eyes,Terri Clark,spotify:track:1DGZEJq5SIJn8JkMQ8NKYc,alberta country,0.726,0.844,0,-4.407,1,0.028,0.121,0,0.0729,0.914,126.472,4,-0.001085705,0.750194445,-0.027640046
268,1637350760,1637350776,Invasion Begins,John Powell,spotify:track:7Lcg2OWh9QBR8zG1eidPBX,british invasion,0.26,0.511,8,-14.628,1,0.0591,0.299,0.831,0.644,0.106,74.669,4,0.000686048,-0.123984121,-0.007096389
269,1637350791,1637350806,Mallorquins i Catalans,Tomeu Penya,spotify:track:3ubcAHbRkuw30ryCApSzz2,cantautor catala,0.742,0.658,7,-9.225,1,0.0492,0.401,0,0.124,0.971,130.845,4,-8.71367E-05,-0.90633929,0.009387361
270,1637350822,1637350837,Tenc Una G?bia,Jo Se Una Can?o... Menorquina,spotify:track:7xbI1nqDhP59gQkOrta5Rw,musica menorquina,0.732,0.461,7,-6.958,1,0.0277,0.88,0,0.0784,0.968,88.034,3,-0.003862526,0.260841259,0.010342731
271,1637350852,1637350867,Until the Day I Die,Story Of The Year,spotify:track:16orvl2ETsZhXE6HktzhVR,post post hardcore,0.597,0.931,11,-4.591,0,0.0984,0.127,0,0.0504,0.534,92.003,4,0.001433539,-0.112559519,0.008187361
272,1637350883,1637350898,"Viagra, Biff Og Bernaisesaus",Gunslingers,spotify:track:2nr23isQiyBYT1PR1gPvwT,danseband,0.682,0.821,4,-5.43,1,0.0298,0.0799,0.000016,0.114,0.745,110.044,4,0.00650587,0.01865278,0.015908195
273,1637350913,1637350928,Stillness of Mind,Aroshanti,spotify:track:0a7bum6Bs6hm3IRy5hliEw,tone,0.126,0.0175,1,-25.17,1,0.0411,0.909,0.927,0.0901,0.0399,76.421,3,-0.01333074,2.977172633,0.002603195
274,1637350944,1637350959,Etme & Demedim Mi,Serdar Tuncer,spotify:track:6MZDoZZDiCRVcQv6YtPYwB,ilahiler,0.404,0.21,2,-17.424,0,0.0636,0.613,0.0000359,0.111,0.273,130.492,3,-0.000229476,-0.153361118,-0.000887731
275,1637350974,1637350990,The Life And Times Of A Teenage Rock God,Rob Zombie,spotify:track:0xdeIyhlfgOq9BAg3VUr5G,industrial rock,0.565,0.874,2,-3.511,1,0.0755,0.000636,0.000235,0.0709,0.571,95.002,4,-0.000316008,-2.084642851,-0.003492361
276,1637351005,1637351020,"Eppa Paarthaalum (From ""Aalambana"")",Hiphop Tamizha,spotify:track:01BG3nz15nAClNg1B6K0Ah,tamil hip hop,0.638,0.767,6,-4.891,0,0.0404,0.288,0,0.419,0.417,97.956,4,-0.001763101,0.038416673,0.002591435
277,1637351036,1637351051,House of Stone,Mandolin Orange,spotify:track:1wTEU95kyZFCj5d6cUIysf,deep house,0.441,0.2,7,-10.953,1,0.0287,0.926,0.0188,0.0864,0.174,82.282,4,0.010587578,0.456442461,-0.025322338
278,1637351066,1637351081,You've Got A Friend In Me,Hugh Coltman,spotify:track:0pif7X18Usqkwb8OdqV2n2,french jazz,0.614,0.453,0,-7.207,0,0.0581,0.628,0,0.134,0.615,117.803,3,-0.024063131,1.569821428,0.018302014
279,1637351097,1637351112,"Four German Dances, K.602: 4. In A",Wolfgang Amadeus Mozart,spotify:track:1K1xbZc0rpL7rq3pMtowlz,er ge,0.555,0.212,9,-13.574,1,0.0434,0.97,0.779,0.0595,0.525,143.52,3,-0.00920133,-1.313658739,-0.003155741
280,1637351127,1637351143,Ribbons And Bows,Kacey Musgraves,spotify:track:53z9YbrX3qS6gK6iHxY8zP,country,0.732,0.862,1,-3.048,1,0.0604,0.309,0,0.0658,0.711,137.314,4,-0.004060992,-0.991236114,-0.000879491
281,1637351158,1637351173,Handz Up (For the Hip Hop Soul) - Remix #1,DJ Fede,spotify:track:08qgTW08nXFm0Dc1neMYuT,italian hip hop,0.91,0.667,1,-7.71,1,0.35,0.315,0.0000133,0.106,0.912,99.935,4,0.000326489,0.233422618,-0.000842778
282,1637351189,1637351204,Sve mi dobro ide osim ljubavi,Lepa Brena,spotify:track:4dCpRj0qSXlJCydZ3QI6mK,sevdah,0.614,0.751,2,-11.716,0,0.0372,0.122,0,0.547,0.961,127.584,4,-0.000265893,-0.918749983,0.001166667
283,1637351219,1637351235,Rockin & Frosty,Maria Cirova,spotify:track:6bt519KyIibRDs170QKcYz,slovak rock,0.755,0.43,8,-7.126,1,0.0319,0.78,0,0.0914,0.782,135.014,4,0.000598821,0.745446424,-0.006857083
284,1637351250,1637351265,The End of Dormancy - Metal Section,Voivod,spotify:track:3NVX2il9I9nQ97QZFLtyif,doom metal,0.274,0.806,10,-6.68,0,0.085,0.00466,0.0562,0.123,0.195,75.511,4,-0.005872668,-0.223638888,0.009475695
285,1637351280,1637351296,Innadadance (feat. Suli Breaks & Jazzie B),Faithless,spotify:track:2yYAKKjLPh3StGnf6Eiro2,electro jazz,0.867,0.665,7,-8.802,0,0.0639,0.000713,0.323,0.286,0.55,126.005,4,-0.001361561,1.453482139,0.0010625
286,1637351311,1637351326,Meu Pai ? General de Umbanda,Bezerra Da Silva,spotify:track:6srC8VEwdLPoYBLzhuZ9cO,coco,0.687,0.76,2,-6.767,1,0.0469,0.362,0,0.0665,0.974,102.423,4,0.001289855,-0.628500004,-0.026548611
287,1637351342,1637351357,H?gt og hlj?tt,Halla Margr?t,spotify:track:3UGQDVQ1b6iPVBu6GuUY4z,classic eurovision,0.304,0.31,0,-8.787,1,0.029,0.751,0.00206,0.0753,0.125,131.985,4,0.011350868,-1.460138889,-0.016208333
288,1637351372,1637351388,Rise & Fall,Andreas Moe,spotify:track:5aazQfYfbqeG6NuBcYnNe5,song poem,0.588,0.286,2,-9.972,1,0.0296,0.858,0.00000463,0.109,0.586,95.248,4,0.004080742,1.035863095,-0.003850139
289,1637351403,1637351418,Believe In The Future - DJ Weirdo & DJ Sim Mix Cut,Critical Mass,spotify:track:4tWL9hUE1892hCBMqBKjpo,happy hardcore,0.503,0.961,5,-9.06,0,0.0605,0.00648,0.179,0.138,0.176,172.044,4,0.000373634,-0.656416664,-0.004965278
290,1637351433,1637351448,Thin Ice,Aaron English,spotify:track:5bDhFViwtXPmr3YasxK3BF,paracana,0.515,0.884,9,-6.104,0,0.0569,0.093,0,0.11,0.563,160.937,4,0.000512115,0.061785713,-0.005924028
291,1637351464,1637351479,Devil Sounds of Frustrations,Terror-O-Lution,spotify:track:4TPY4y8guvrOWbOZsC62B8,terrorcore,0.494,0.995,7,-5.778,1,0.114,0.00239,0.912,0.301,0.117,149.888,4,0.001145054,0.201565455,-0.00409088
292,1637351495,1637351510,We Come 1 (ASOT 1042),Ben Nicky,spotify:track:2a6O8GjzJXQn734FuOuzBT,hard trance,0.704,0.706,6,-8.334,0,0.194,0.0141,0.02,0.299,0.353,140.081,4,-0.000825608,2.053523805,0.007334491
293,1637351526,1637351541,Raise a Hallelujah (Studio Version),Bethel Music,spotify:track:4LnHfZGEitmIVS17wndaUI,deep rai,0.42,0.823,1,-4.889,1,0.0434,0.00985,0,0.103,0.517,163.997,4,0.002483434,-0.767640876,0.003177176
294,1637351556,1637351572,Pensando En Ti,M?go de Oz,spotify:track:53AEbGZ00V8mnDM7HgnlNk,medieval,0.176,0.404,9,-7.8,0,0.0319,0.512,0.0000583,0.0934,0.202,85.865,4,0.000172333,-1.766964234,-0.006564444
295,1637351587,1637351602,Atemlos - Live,Guggemusig Chappelgnome Loz?rn,spotify:track:1BCiT6EtNalyDM2W3dcHGR,guggenmusik,0.447,0.964,5,-2.083,1,0.0691,0.64,0.897,0.931,0.383,130.908,4,0.000824417,1.248888873,-0.001091435
296,1637351617,1637351633,Acordado At? O Amanhecer,The Bossa Nova All Stars,spotify:track:7IVsLjBWgdCCUJiigGvGao,bossa nova jazz,0.622,0.392,7,-18.082,0,0.0389,0.595,0.833,0.133,0.324,99.993,4,0.000951559,0.403363136,-0.000848333
297,1637351648,1637351663,Se?ora Ilusi?n,Club Musical Oriente Cubano,spotify:track:6LWboZzZGoOb8L1k7DENZM,son cubano,0.705,0.472,9,-7.312,1,0.0301,0.62,0.00000513,0.314,0.812,110.021,4,0.004651459,-0.845055559,-0.014782407
298,1637351678,1637351694,"Aisi Deewangi (From ""Deewana"")",Vinod Rathod,spotify:track:4KOyzA5gEZhSPzgorU9gKK,classic bollywood,0.444,0.755,1,-9.801,0,0.0528,0.512,0.0000771,0.0554,0.619,115.051,4,0.005433327,0.558422626,0.001420833
299,1637351709,1637351724,The Devil In Us - Dub Version,Black Devil Disco Club,spotify:track:2OaDuNfF6tT6RJSgbfc5Dl,dark disco,0.7,0.762,9,-9.12,0,0.0341,0.00185,0.75,0.104,0.325,126.006,4,0.005488628,0.760166684,-0.007160879
300,1637351739,1637351755,The Sound of Silence - Acoustic Version,Simon & Garfunkel,spotify:track:5y788ya4NvwhBznoDIcXwK,folk,0.525,0.216,6,-13.551,1,0.0301,0.837,0,0.107,0.328,106.761,4,-0.00915296,-0.372053575,-0.002420556
301,1637351770,1637351785,Unknown,Unknown,spotify:track:0GVJT9djB2WL4Ho8s1wXGQ,muzica crestina,0.512,0.325,7,-11.499,1,0.0264,0.55,0,0.17,0.179,144.988,4,0.014319005,0.099444442,-0.014746528
302,1637351800,1637351816,Let It Go,7 Days Of Funk,spotify:track:4pIyYgAyJkVw2kkJZhhkLv,synth funk,0.776,0.707,11,-5.372,1,0.155,0.00235,0.00682,0.0739,0.569,96.718,4,0.001274942,-0.026160715,-0.00278
303,1637351831,1637351846,"Sonatina No. 2, TrV 291, ""Frohliche Werkstatt"": I. Allegro con brio",Richard Strauss,spotify:track:30kRCe6h5E7AM1P4fe11pL,german ccm,0.309,0.122,3,-16.972,1,0.0349,0.992,0.818,0.141,0.101,96.545,3,0.000589491,-0.611027776,-0.001991898
304,1637351861,1637351877,Why Do U Have to Go?,Fawn Wood,spotify:track:22hgxZIMYrwy5MUKjtpp88,canadian indigenous,0.364,0.377,9,-5.736,1,0.0315,0.7,0.0000454,0.0769,0.694,141.566,4,0.005860729,-0.224837294,-0.006525694
305,1637351892,1637351907,All of Us,Blindside,spotify:track:6cJ9jFXLOoop8o3XZE8V5Z,christian hardcore,0.507,0.878,2,-3.027,0,0.0328,0.0149,0.0000279,0.227,0.431,94.473,4,-0.000284922,0.404642846,-0.021285278
306,1637351923,1637351938,El Se?or Iv?n,Enigma Norte?o,spotify:track:2fF5trvgri8GNHjmEIkBV9,deep norteno,0.823,0.816,10,-3.899,1,0.0437,0.285,0,0.128,0.96,114.92,3,0.00043526,-0.419373015,0.002142778
307,1637351953,1637351968,Uso Xuria Errazu,Txomin Artola - Amaia Zubiria,spotify:track:1sywYC9uNaFHCk0NFedSIh,basque folk,0.483,0.137,2,-14.542,1,0.0311,0.868,0,0.0793,0.453,102.664,4,-0.000112241,0.108303571,0.003862222
308,1637351984,1637351999,Wren in a Storm,Bird Sounds,spotify:track:0qcuAxmuSgSU43QN1slEXn,birdsong,0.41,0.975,5,-25.418,0,0.281,0.719,0.842,0.376,0.0267,111.527,1,0.000265899,0.502384916,-0.00552662
309,1637352014,1637352029,Best in Me (Rock Steady) [feat. Lexxus],Edwin Yearwood,spotify:track:3bGsvS8tT3GaUN3rP11gYg,barbadian pop,0.795,0.791,5,-6.636,0,0.137,0.0163,0.00000886,0.289,0.919,106.101,4,0.000815975,0.078779774,0.007770417
310,1637352045,1637352060,Hush Little Baby/Rock-A-Bye Baby - Instrumental,Fred Mollin,spotify:track:41jXeGNqW4ogirMy8IJzzN,piano rock,0.374,0.0264,1,-20.717,1,0.0411,0.962,0.657,0.128,0.116,135.874,4,-0.000207159,-0.200611111,-8.33333E-05
311,1637352076,1637352091,All Your Lovin' - Dancehall Remix,Blacknuss,spotify:track:1aRy07wUyPxUsAFUN0hyv7,swedish dancehall,0.681,0.71,0,-8.332,1,0.215,0.0932,0.0000462,0.0831,0.795,135.59,5,-0.000272491,-0.293924603,-0.001044028
312,1637352106,1637352121,Drown You Out,D.R.I.,spotify:track:34NSDWzH2uTDaqRgupPX4I,crossover thrash,0.379,0.668,4,-12.542,1,0.0522,0.0000113,0.0215,0.107,0.406,112.733,3,-0.000519579,-0.474880961,-0.001021528
313,1637352137,1637352152,Granny & Davis,Graveyard,spotify:track:311JxfOYuUuTPfjpl5WEKZ,swedish blues,0.361,0.783,0,-4.858,0,0.0355,0.115,0.00307,0.0852,0.752,132.623,4,-0.000754668,0.353249998,0.006716435
