name,artist,uri,url,genre,danceability,energy,valence,acousticness
I Detach,ESA (Electronic Substance Abuse),spotify:track:3aoaRINQGCWkzQ2Gsf5sEH,https://p.scdn.co/mp3-preview/1ba0fb907e1605f56876ad3f52664edc6de1ac8d?cid=044f973e13634ba3becdcb523d0f964f,dark electro,0.518,0.813,0.307,0.0004
"Concerto for Violin and Strings in F minor, Op.8, No.4, R.297 ""L'inverno"": 2. Largo",Antonio Vivaldi,spotify:track:70kQzjDlUjdWJK4eqbZaev,,italian emo,0.213,0.0896,0.0898,0.374
Go Ahead and Rain,JD Souther,spotify:track:0Jvr4MTcpTQrlw4qspCkhM,https://p.scdn.co/mp3-preview/ce87f57de295ba2fed107fa92bdc4f321b8cf449?cid=044f973e13634ba3becdcb523d0f964f,country dawn,0.431,0.491,0.497,0.0415
Look at Me!,KRNFX,spotify:track:5TaqcNH6S0jGWXbl8Jw5Z6,https://p.scdn.co/mp3-preview/df0943f295fddeb46e445ca86c07287fdd3e24b3?cid=044f973e13634ba3becdcb523d0f964f,beatboxing,0.834,0.775,0.499,0.0138
Orguitar Soir,Ariel Kalma,spotify:track:6hMFe733cgCit6U4KUNMz9,https://p.scdn.co/mp3-preview/0a1bf9d7feef4adb9dcf7baa7b5ead76d6ca8fd4?cid=044f973e13634ba3becdcb523d0f964f,didgeridoo,0.147,0.384,0.0316,0.419
Ode to My Love,El-Funoun Palestinian Popular Dance Troupe,spotify:track:77x9cFMIAW84QTHlMKdrXG,https://p.scdn.co/mp3-preview/6db8b65a0d70f6b93dba0ffffc35107e8bdbce59?cid=044f973e13634ba3becdcb523d0f964f,palestinian pop,0.361,0.446,0.591,0.348
I Wanted to Be a Bird - Kalamatianos,Grigoris Bithikotsis,spotify:track:6wKqJ8ubYRDswkBfam7Nee,https://p.scdn.co/mp3-preview/aca96c896e8cb60686aa468fd073034f0ea11419?cid=044f973e13634ba3becdcb523d0f964f,classic greek pop,0.587,0.718,0.833,0.725
La vie en rose,Variété Française,spotify:track:0WSsZ8OvNQJyUm8NHWaUjx,https://p.scdn.co/mp3-preview/29967707dd3d7c46a797ed83e73087e582466040?cid=044f973e13634ba3becdcb523d0f964f,variete francaise,0.396,0.367,0.418,0.853
Sleigh Ride - Original Mix,Spike Jones,spotify:track:14w1mWZvv79xDXKQoZ8SN5,https://p.scdn.co/mp3-preview/062670dca3f586c2138fde820e7f54ba99d039c3?cid=044f973e13634ba3becdcb523d0f964f,comic,0.667,0.818,0.97,0.467
Ni en San Vicente ni en Ontaneda,El Malvis de Cantabria,spotify:track:5uirnaRAlYNGEW9F98SlqR,https://p.scdn.co/mp3-preview/3c9bdafa029cc652dd21b7d93da3b7b83891115f?cid=044f973e13634ba3becdcb523d0f964f,folk cantabria,0.414,0.569,0.148,0.883
The Whisper of the Old Forest,Nicostrauss,spotify:track:7JkdrTC6YTOkKvybC697JG,https://p.scdn.co/mp3-preview/1285e91c7373eebc8e8d9750b1d015125d50a953?cid=044f973e13634ba3becdcb523d0f964f,tavern,0.559,0.385,0.206,0.373
BxMxC - METAL GALAXY WORLD TOUR IN JAPAN EXTRA SHOW,BABYMETAL,spotify:track:1BVRLXUk7kVRXEVpvJ0jT2,https://p.scdn.co/mp3-preview/de4c1278ae221da28f75fa04e8bc697ac92fc79d?cid=044f973e13634ba3becdcb523d0f964f,kawaii metal,0.561,0.965,0.12,3.31e-05
"La plus que lente, L.121 (Arr. Hutchins)",Claude Debussy,spotify:track:32Xk1t57ey7bZckhY6pG7w,,impressionism,0.258,0.041,0.0686,0.986
"Vocal Works by Domenico Scarlatti, Stabat Mater, Fac UT Animae Donetur Paradisi Gloria",Domenico Scarlatti,spotify:track:6qtSOqt8ZR9BmSzm0OJ0RR,https://p.scdn.co/mp3-preview/7f7fac9b55aaced04adea0c9f997f50dac03e7b6?cid=044f973e13634ba3becdcb523d0f964f,baroque singing,0.0949,0.349,0.331,0.963
Let's Go (feat. Big D & Twista),Trick Daddy,spotify:track:1fLibtVj3MrNTwRZq5yUOs,https://p.scdn.co/mp3-preview/8625e92bd385d2d883f4438c834f173427de7ebb?cid=044f973e13634ba3becdcb523d0f964f,crunk,0.748,0.767,0.519,0.0267
Piano Improvisation # 2,Eyran Katsenelenbogen,spotify:track:30gBo19cAprEkJ1kkl5P6a,https://p.scdn.co/mp3-preview/83bbf22c4a12735922e03da3b372e22aa1283278?cid=044f973e13634ba3becdcb523d0f964f,israeli jazz,0.247,0.0619,0.0975,0.987
Mono An Thes Emena,Giorgos Sabanis,spotify:track:1hkuZLLe9AQMobC1fcWA9J,https://p.scdn.co/mp3-preview/5ce6461d2f427f9bc8299a8b3d4d78add865dfee?cid=044f973e13634ba3becdcb523d0f964f,laiko,0.611,0.864,0.325,0.00883
Er is een Kindeke geboren op aard,Kinderliedjes Om Mee Te Zingen,spotify:track:6wWd8PIy1j0dB3KHEUrG1H,https://p.scdn.co/mp3-preview/d21f0a9dc5724606cde184ffbc24ace50767ec9d?cid=044f973e13634ba3becdcb523d0f964f,muziek voor kinderen,0.745,0.351,0.561,0.617
Elephants & Little Girls,Loch Lomond,spotify:track:6Xdkf04DRlNmQhpMl5x9dE,https://p.scdn.co/mp3-preview/89c98ba6ab77032d9487ad9ecdad4cb33d92edb9?cid=044f973e13634ba3becdcb523d0f964f,portland indie,0.422,0.26,0.189,0.877
Day & Night - Milan Jazz Vibe Mix,United Soul,spotify:track:2Z9numdZfr1gpAw6jgXVux,https://p.scdn.co/mp3-preview/2a4e452523cccbe8d5e007dc5ed7a79a35d4ed51?cid=044f973e13634ba3becdcb523d0f964f,neo soul jazz,0.686,0.768,0.765,0.0712
MOLLY & AQUAFINA,Dean Blunt,spotify:track:4kzpfX2tv0rfn9Dw1XM5Bw,https://p.scdn.co/mp3-preview/ff7601dbdee7ad5ea705bca49f697d4bbc4341ec?cid=044f973e13634ba3becdcb523d0f964f,experimental black metal,0.416,0.103,0.098,0.589
Father and Son - Live in London,Flight of the Conchords,spotify:track:0p0FevMjfZZA6zpzeM07hZ,https://p.scdn.co/mp3-preview/db98858f4311a00d2a4adc0312da0998757a61a4?cid=044f973e13634ba3becdcb523d0f964f,parody,0.434,0.5,0.508,0.869
Uf Dr Sesselibahn,Bündner Ländlerkapelle Arfina,spotify:track:7b2UIXZpU0Oimi05XIWAoM,https://p.scdn.co/mp3-preview/436e7cc5d2ae191eef6c736052b963f64cca69a4?cid=044f973e13634ba3becdcb523d0f964f,landler,0.797,0.407,0.95,0.794
"Messa di Gloria for tenor, baritone, chorus & orchestra (op. posthuma), Credo: Crucifixus (bass)",Giacomo Puccini,spotify:track:3OqHJXjK2s3MLv08mrdkby,https://p.scdn.co/mp3-preview/1ec207027e0dd31fb2c8dc098b25bd63e3c4ef74?cid=044f973e13634ba3becdcb523d0f964f,italian baritone,0.0665,0.0134,0.0385,0.971
I'R Gad,Dafydd Iwan,spotify:track:1RG26IABMvNLBxtBftnQNX,https://p.scdn.co/mp3-preview/c5c41b95e4004d9bb5ebe97363327dfdbc692ea2?cid=044f973e13634ba3becdcb523d0f964f,cymraeg,0.518,0.469,0.609,0.327
Give it Up,HTRK,spotify:track:0FVnlsaFPw3rTqI0YOE0Kt,https://p.scdn.co/mp3-preview/1dfebdd9cf8d37f81319ff995ea592a80df99cec?cid=044f973e13634ba3becdcb523d0f964f,experimental psych,0.756,0.299,0.226,0.801
Sera3 Al Andal,Sadat,spotify:track:3Kd4jXkV0gRb2S34yZj1fb,https://p.scdn.co/mp3-preview/7b1bbbd49237423727375b9479a35e1d2197281e?cid=044f973e13634ba3becdcb523d0f964f,mahraganat,0.797,0.644,0.71,0.0913
Sibil-La Mallorquina: Aprés Se Badarà Molt Fort R/ (Monastère Des Nonnes De La Concepció),La Capella Reial De Catalunya,spotify:track:01f74S13ALgwXmAxUu7SSp,https://p.scdn.co/mp3-preview/92f231ec35a5369d2dd3ccd357ff724724b566b1?cid=044f973e13634ba3becdcb523d0f964f,musica mallorquina,0.211,0.0296,0.0392,0.986
Umbilical Moonrise,Lotus ,spotify:track:6aG9xp2yV5mgPxKMpGb86v,https://p.scdn.co/mp3-preview/5aee03b3f20ef48c76620460b131635809dba970?cid=044f973e13634ba3becdcb523d0f964f,jamtronica,0.41,0.399,0.277,0.479
Una Rosa Pa Mi Niña,Nouna,spotify:track:0TJnO6Py9zoKXK8VMohNCW,https://p.scdn.co/mp3-preview/5c6d14bd2b46f33a8680f98146bcdf79d9412225?cid=044f973e13634ba3becdcb523d0f964f,flamenco,0.824,0.917,0.816,0.293
Whats Another Year,Brødrene Olsen,spotify:track:3OXv2G7i7LLNVZizbSfn6o,,classic eurovision,0.627,0.555,0.675,0.117
I Wanna See Your Hands - Guesta Tech House Radio,Alex Guesta,spotify:track:4SNVag6cOCY1Vtijxm6dq1,https://p.scdn.co/mp3-preview/7915bb1d49d85b8a66270b7b38474ebd30b88948?cid=044f973e13634ba3becdcb523d0f964f,deep tech house,0.74,0.9,0.76,0.00613
Intro,Kartellen,spotify:track:3XLmLWDIWj70gxJKhg2r83,,swedish prog,0.585,0.895,0.855,0.341
Acédie,Nocturnal Depression,spotify:track:0b8jaIGOtGM3rWFTTh7VmP,https://p.scdn.co/mp3-preview/7f6848ac691fbb4fb2d5ee322b2c3f29f65d89ad?cid=044f973e13634ba3becdcb523d0f964f,depressive black metal,0.155,0.827,0.297,1.28e-05
Every Day Is Halloween,Ministry,spotify:track:640q0wmk7KSnSHCDYxCECW,https://p.scdn.co/mp3-preview/3d63aa85d51c29904c388a5384490242586e513e?cid=044f973e13634ba3becdcb523d0f964f,industrial hip hop,0.743,0.759,0.744,0.000107
All I Need,[re:jazz],spotify:track:3bUrwdAPrWMiQVoNYwwYNV,https://p.scdn.co/mp3-preview/10b907acfcff90771c58f5fab3e956765407f20d?cid=044f973e13634ba3becdcb523d0f964f,nu jazz,0.724,0.34,0.431,0.735
Folks Like Us,Evil Ebenezer,spotify:track:1GUHhE5ffJ6X9omIjGsSwv,https://p.scdn.co/mp3-preview/c2bea5587dcf6ecd5b0b47c4cc1a2632a0953740?cid=044f973e13634ba3becdcb523d0f964f,canadian folk,0.765,0.584,0.227,0.0139
Wake Up,Thomas Schumacher,spotify:track:7Lxp1abupYtTGU50LFpxO1,https://p.scdn.co/mp3-preview/59403249eb1e30ff00634d447ca8cd37b1d21edc?cid=044f973e13634ba3becdcb523d0f964f,german dance,0.614,0.791,0.0337,0.000467
Jungle Attack,Deemz,spotify:track:59FuwNxnNG1TrFASP36kpQ,,polish folk,0.796,0.916,0.863,0.037
"Pyar Hua Iqrar Hua (From ""Shree 420"")",Manna Dey,spotify:track:4GnWuUsBp9PoWIiigz8DUb,https://p.scdn.co/mp3-preview/9cbd3c1caae2be407997bf313fbb31f4a423cd30?cid=044f973e13634ba3becdcb523d0f964f,ghazal,0.444,0.469,0.862,0.747
Simme Iute e simme venute,Napoli Centrale,spotify:track:1pRtW25OlnQ8ntzSpmwceL,https://p.scdn.co/mp3-preview/c7556296b2580ff1a4d66ecdd0344a331b31e864?cid=044f973e13634ba3becdcb523d0f964f,neapolitan funk,0.539,0.864,0.661,0.0681
"Mega Mix (Includes: Rockit, Autodrive, Future Shock, TFS, Rough, & Chameleon)",Herbie Hancock,spotify:track:4jRwCgHt0Vh3pratMnooyK,https://p.scdn.co/mp3-preview/60c2c4e727bbc7c36d56c0759bd4b51445379835?cid=044f973e13634ba3becdcb523d0f964f,instrumental rock,0.808,0.918,0.671,0.0335
Us And Them,The Chamber Orchestra Of London,spotify:track:7lDrR2q6MzBsTwMWz2zyAX,,chamber orchestra,0.221,0.265,0.206,0.909
Andiamo A Mietere Il Grano,Louiselle,spotify:track:0JiLBqwMe8fYUDBv6Ygmp2,https://p.scdn.co/mp3-preview/658e2a2de48912ea895889f9c53d1122a3972838?cid=044f973e13634ba3becdcb523d0f964f,vintage italian pop,0.456,0.532,0.696,0.727
Power and Glory,Powerwolf,spotify:track:6TJAwpoCEZfLjFPcuTDTDG,https://p.scdn.co/mp3-preview/c3e3459c59884c8eb24f0e9744e3de56309f07b9?cid=044f973e13634ba3becdcb523d0f964f,power metal,0.366,0.948,0.116,6.14e-06
Answers Me,Arthur Russell,spotify:track:48zUFsio0IV0KQxnpqAaEm,https://p.scdn.co/mp3-preview/9932927cb7fedb36a7911551f067348f4b3950c4?cid=044f973e13634ba3becdcb523d0f964f,fourth world,0.691,0.157,0.201,0.00726
"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,spotify:track:2PIvq1pGrUjY007X5y1UpM,,canadian soundtrack,0.659,0.381,0.426,0.385
End Of The Road (Sinjin Hawke & Zora Jones' Flashback),Murlo,spotify:track:0NVsBd5iGRYO6pqMsaDqhb,https://p.scdn.co/mp3-preview/748d7e219881f83f03972547fc9a2bba6f095387?cid=044f973e13634ba3becdcb523d0f964f,weightless,0.636,0.334,0.173,0.281
The Frequency Ov Thee Truthers,The Black Dog,spotify:track:0D2yHcQCVCQH70wfuZVajS,https://p.scdn.co/mp3-preview/876329a76e766fd05fc0a639a6521c4fa6b8b8eb?cid=044f973e13634ba3becdcb523d0f964f,dub product,0.407,0.175,0.0399,0.652
Incense And Peppermints,Strawberry Alarm Clock,spotify:track:20MBLB1TCm3tQK3XZlHXTK,,freakbeat,0.473,0.735,0.754,0.0603
Twenty waies upon the bells,Thomas Robinson,spotify:track:6ls32n5uU7g1fOCVDTn1oq,,english renaissance,0.673,0.171,0.84,0.87
She Will Help You Out,Stef Classens,spotify:track:3CO8lNK8VPsu7YwuFmVkR3,https://p.scdn.co/mp3-preview/23a84bbe56d0043e04e1c04a31015d6a0ff2f864?cid=044f973e13634ba3becdcb523d0f964f,dutch singer songwriter,0.448,0.156,0.303,0.875
With Arms Wide Open,Creed,spotify:track:2dl3ggnDYIs9vlLLFm68xc,,post rock,0.413,0.528,0.143,0.00325
Tomorrow & Beyond - Lars Edit,Frequencerz,spotify:track:01IWAavvzFOMnv3iXj4Ftu,https://p.scdn.co/mp3-preview/570d40472c3bffbadd77a46006e1d6639f3caede?cid=044f973e13634ba3becdcb523d0f964f,euphoric hardstyle,0.472,0.911,0.246,0.308
Odd Moments - Blackchild Afro Touch,Prince Kaybee,spotify:track:3SkwjR0dPQQsySAGBwCQhl,https://p.scdn.co/mp3-preview/e433752d4fe24ac4756b512c8c4fe573d4fadc05?cid=044f973e13634ba3becdcb523d0f964f,african electronic,0.652,0.88,0.0684,0.000467
Daily Dose Of LoFi,LO-FI BEATS,spotify:track:5hm93sv7zah6CLpbJ5orvq,https://p.scdn.co/mp3-preview/18b408d012ff7ca764c1ac3db32559540fc68036?cid=044f973e13634ba3becdcb523d0f964f,lo fi,0.654,0.356,0.32,0.926
Alpha and Omega - Live,Newday,spotify:track:7l3vTwbLhqnVbCi45GbeKL,https://p.scdn.co/mp3-preview/0de66a8b7255f4d6b41d5537278f1ad01a8042eb?cid=044f973e13634ba3becdcb523d0f964f,uk worship,0.25,0.501,0.213,0.0982
Blues del Levante (En Vivo),Sui Generis,spotify:track:18wJ45noZ0G248sqCQgM29,https://p.scdn.co/mp3-preview/c1d3d601d11e38a2d20d9d2f399859e3874ae19b?cid=044f973e13634ba3becdcb523d0f964f,r and b argentino,0.318,0.975,0.344,0.0103
Cicadas And Gulls,Feist,spotify:track:7xIKTVLyzyIp8KfK7pc4jt,,canadian metal,0.578,0.0893,0.106,0.922
Reencontre / Reencuentro / Meeting again,Tete Montoliu,spotify:track:69hsLhodBXClGUAu8LEIE9,https://p.scdn.co/mp3-preview/189da55d3f69a89e98afcf692204429b3231f647?cid=044f973e13634ba3becdcb523d0f964f,jazz catala,0.528,0.295,0.73,0.974
Best of Me (Sailor & I Remix),Newtimers,spotify:track:0qAIlLGBAlZvssJDsiSzmd,https://p.scdn.co/mp3-preview/7bbe7cd01acf5a5bb6d8dea328b4e8b2eb1c9d93?cid=044f973e13634ba3becdcb523d0f964f,scandinavian r and b,0.569,0.652,0.112,0.268
Baraje - What U Got,Ruggedman,spotify:track:2DopIlftqmqFicfhWUgXkC,https://p.scdn.co/mp3-preview/71dc046c67e14041e9b27d93dbac7e3401610a01?cid=044f973e13634ba3becdcb523d0f964f,nigerian hip hop,0.815,0.579,0.807,0.108
"I've Been to the Mountaintop (April 3, 1968), Pt. 9","Martin Luther King, Jr.",spotify:track:1Mn6hjfilnxvpqUux2lSKe,https://p.scdn.co/mp3-preview/7890381b7f2f61029d54689acb10aa8cb088c462?cid=044f973e13634ba3becdcb523d0f964f,oratory,0.649,0.648,0.253,0.851
Nazi Black Metal Fuck Off - Bonus Track,HYEMS,spotify:track:30Fg1WB5Pv7b0Ij75tqC35,https://p.scdn.co/mp3-preview/f64445bfeae35f6f754e661d1aea6089fd02e273?cid=044f973e13634ba3becdcb523d0f964f,german black metal,0.37,0.882,0.448,1.57e-05
"Ottone, HWV 15: Act 1. Recit: Adelaide, di cui con tanta lode; Indietro, indietro",George Frideric Handel,spotify:track:2C4TZbGf6jWIraxKKaMSQw,https://p.scdn.co/mp3-preview/926fe17611be627a182cd2b5e95e10435f72d69b?cid=044f973e13634ba3becdcb523d0f964f,german indie,0.49,0.0569,0.183,0.975
Introduction Of A Jedi,Gasoline,spotify:track:3oYH7n5tJw1fEx2h5Ym32Z,https://p.scdn.co/mp3-preview/add26778444e738960f508f34fa439435abde755?cid=044f973e13634ba3becdcb523d0f964f,abstract hip hop,0.648,0.461,0.545,0.126
Unnaiyellal,Maharajapuram Santhanam,spotify:track:2pQltLVShaQqbp4JTHcFFX,https://p.scdn.co/mp3-preview/445da7f14c632c09e6f43e57509d8778221bc5c4?cid=044f973e13634ba3becdcb523d0f964f,carnatic vocal,0.317,0.527,0.453,0.636
Musow - For Our Women,Bassekou Kouyate,spotify:track:6PyHBinyNXGujYpeBQtwo6,https://p.scdn.co/mp3-preview/37399eaed8bbb8fd250b7af42d5eb390a9320302?cid=044f973e13634ba3becdcb523d0f964f,ngoni,0.513,0.735,0.834,0.292
Fed All My Days,Mani Orrason,spotify:track:2CGtMwnpMtCc38DrJlYYqT,https://p.scdn.co/mp3-preview/46e45e17be86f855f6a6534a6f26b7495a304550?cid=044f973e13634ba3becdcb523d0f964f,icelandic indie,0.602,0.592,0.395,0.464
Jazz In The House,Count Basic,spotify:track:0lqSmarezU6GnXKldFXGmY,https://p.scdn.co/mp3-preview/4a38bc881c6e375f8ce3e6586ab20f935499fc07?cid=044f973e13634ba3becdcb523d0f964f,nu jazz,0.761,0.83,0.696,0.129
In meinem Leben - Dub Mix,Trettmann,spotify:track:1vqZu2kHQ84filp70PF36f,https://p.scdn.co/mp3-preview/7323d1505511f8670afc3a42783a5742fb63e4e8?cid=044f973e13634ba3becdcb523d0f964f,german reggae,0.614,0.389,0.599,0.276
"Martin Wynne's, Austin Tierney's (Reels)",Frankie Gavin,spotify:track:1tjua7nW0uObmg4oQCxIkp,https://p.scdn.co/mp3-preview/b463acf59e0f05e1c2840ede19884650973d71fb?cid=044f973e13634ba3becdcb523d0f964f,jig and reel,0.619,0.574,0.966,0.988
Let Go Of Your Plans,Lukas Nelson and Promise of the Real,spotify:track:7eZQLVBsErlgaXYgqILtVc,,j indie,0.47,0.507,0.475,0.0264
Built Upon the Graves,Arkangel,spotify:track:6x7z3mmoT4brfGKnxTw7Pm,https://p.scdn.co/mp3-preview/5b4f1243e6429ba214f587e4520c7062f6931198?cid=044f973e13634ba3becdcb523d0f964f,h8000,0.292,0.952,0.2,6.31e-05
Return to West on 27th - Hernan Cattaneo & Martin Garcia Killa Breaks Mix,Killahurtz,spotify:track:0gLwk8NVeyl1s3oRdVNgAR,https://p.scdn.co/mp3-preview/39efdfe8dfc488c44b60f8e0b1de44126730ed3e?cid=044f973e13634ba3becdcb523d0f964f,progressive breaks,0.766,0.752,0.21,0.00936
Hoton Ardiin Tatlagaiin Tsomorlog (Medley of Tatlagas and Folk Songs),Altai-Hangai,spotify:track:5storIXpJE3Gg3xdhOzT0N,https://p.scdn.co/mp3-preview/3af1e584dfe318d8a0f6a9c55c7cf77a23f7845c?cid=044f973e13634ba3becdcb523d0f964f,mongolian folk,0.308,0.237,0.475,0.942
Puppet of Destruction,Ultimatum,spotify:track:7njZ3uASn1nJRe5RrPGAh8,https://p.scdn.co/mp3-preview/92cc952fcea5ab410e6021c2cab22ceac05ed904?cid=044f973e13634ba3becdcb523d0f964f,unblack metal,0.617,0.896,0.478,0.00123
C U,BENEE,spotify:track:5lE5UL3fsdF3esUdodd1Dt,,nz pop,0.521,0.532,0.326,0.563
O Pousa,Kepa Junkera,spotify:track:3bhiVeZudvklHuhE4O0D67,https://p.scdn.co/mp3-preview/e1341b53f702a55f7f9c1931c16b4c44e1cbb5d8?cid=044f973e13634ba3becdcb523d0f964f,trikiti,0.388,0.876,0.924,0.291
Prince Igor (Knyaz Igor): Act I: Greshno tait': ya skuki nye lyublyu (I don't like boredom) (Galitzky),Alexander Borodin,spotify:track:32EOJASI9TwBPa2cJrsXYG,https://p.scdn.co/mp3-preview/575daba8da86a543b0ba8e91580dcf7058d2c572?cid=044f973e13634ba3becdcb523d0f964f,classic uk pop,0.312,0.356,0.366,0.984
Interlude 1 - Live au Dome de Marseille 2003,Fonky Family,spotify:track:5FLKtlb8Kixxl1JRP94aSH,https://p.scdn.co/mp3-preview/25ba6913c9b712da1270ae36d32485cb7e140460?cid=044f973e13634ba3becdcb523d0f964f,rap marseille,0.548,0.777,0.289,0.772
Animal - Punks Jump Up Remix,Miike Snow,spotify:track:13VzICf1DZWrjNpCnzGtM9,https://p.scdn.co/mp3-preview/5f6876192357b7231d8762244d23198e763809ea?cid=044f973e13634ba3becdcb523d0f964f,synth punk,0.599,0.649,0.723,0.000194
Sleeping in My Bed - Radio Mix,Nora En Pure,spotify:track:2ugj2GUFC71iwLPF7CQxYy,https://p.scdn.co/mp3-preview/1d5e27db1d1a301ba1e14c3e822036f8e26c76dd?cid=044f973e13634ba3becdcb523d0f964f,swiss house,0.793,0.775,0.14,0.169
Dazed & Confused,The Moleskins,spotify:track:0zVObQaa58EsBZxEBN2Tlo,https://p.scdn.co/mp3-preview/9fe3aa69b33f691f57618b93b05d498b89fdca92?cid=044f973e13634ba3becdcb523d0f964f,lounge house,0.466,0.324,0.328,0.499
Stop Look And Listen,DEVO,spotify:track:7mrsSCNty9pZsC6E61XPL5,https://p.scdn.co/mp3-preview/88b294faaa686429b0f9cbbd1233e33b8bd1c060?cid=044f973e13634ba3becdcb523d0f964f,alternative hardcore,0.689,0.524,0.324,0.179
Boss Ofkos,Breeder LW,spotify:track:2sZsf3jMkFhZDAl0dqZQQy,https://p.scdn.co/mp3-preview/9df3e11f2e583fe2ecd80d3b5637b0bb1f31a7d8?cid=044f973e13634ba3becdcb523d0f964f,gengetone,0.734,0.647,0.524,0.103
So Into You,Atlanta Rhythm Section,spotify:track:3Sm5TYFgMXyXwgAcY2xweX,,rock and roll,0.622,0.409,0.785,0.65
Dark Chest of Wonders - Live,Nightwish,spotify:track:7uXHaPCy5Xcc0H6lbxBJ2N,https://p.scdn.co/mp3-preview/fcd0e4621b301275a43a61fc40e0d515e0e2b611?cid=044f973e13634ba3becdcb523d0f964f,gothic rock,0.397,0.941,0.104,0.00668
Over The Rainbow,Lou Donaldson,spotify:track:08lUeu1CxXvAoaKkemoEk8,,bebop,0.371,0.0823,0.0789,0.963
Nú vil ég enn í nafni þínu,Hugar,spotify:track:6X8dgjJ0BIyXuZsUtMNaGX,https://p.scdn.co/mp3-preview/509ce1c7902a320dd1e20d6fe3a21b34c4006612?cid=044f973e13634ba3becdcb523d0f964f,ambient folk,0.193,0.0418,0.0352,0.932
Dat is een keuze,Sevn Alias,spotify:track:4wQntRE4ptJEMnCyuoNokX,https://p.scdn.co/mp3-preview/d56c57647e329b63fd24d40b50f8a98654e723fb?cid=044f973e13634ba3becdcb523d0f964f,dutch hip hop,0.758,0.741,0.481,0.272
Mendelssohn Song Without Words in E major op. 19 no. 1,Vadim Chaimovich,spotify:track:2LSlYaxvCdQ1LF7NVjceRi,https://p.scdn.co/mp3-preview/a5e4764268174272357b91365017c755e8c0bc89?cid=044f973e13634ba3becdcb523d0f964f,baltic classical,0.39,0.0689,0.259,0.995
Love Unlimited,PPK,spotify:track:7HeeMQRGmO8g9bk8QrpWdS,https://p.scdn.co/mp3-preview/ab3e25e228f9d33008e7df74be3dc53442536a4e?cid=044f973e13634ba3becdcb523d0f964f,sovietwave,0.617,0.902,0.435,0.0515
"En Iniya Pon Nilave Pon (From ""Moodu Pani"")",K. J. Yesudas,spotify:track:3HHyQnGI6jGiEor7XL4cwb,https://p.scdn.co/mp3-preview/356d44ba0d6db144ea7bb40e5ba85d4bb5907ef9?cid=044f973e13634ba3becdcb523d0f964f,mollywood,0.465,0.526,0.595,0.958
"Préludes Books I & II, Book 1: VIII. La fille aux cheveux de lin",Claude Debussy,spotify:track:7wbcI06Cl3tERWbfs8i8yQ,https://p.scdn.co/mp3-preview/88b890bdbb72c6afecc8efde87a5036efe9be414?cid=044f973e13634ba3becdcb523d0f964f,classical era,0.39,0.00888,0.217,0.995
It's Not Unusual,Willie Bobo,spotify:track:2dElNzSm6AR5so4wcmjavf,,boogaloo,0.769,0.425,0.929,0.796
Overture to an Italian Comedy,Arthur Benjamin,spotify:track:6BQsPKw9Yco077SSVcYUfJ,https://p.scdn.co/mp3-preview/f1efe81e604a0700d154e951796a0c6f68e432d3?cid=044f973e13634ba3becdcb523d0f964f,australian comedy,0.349,0.227,0.239,0.933
Ben' Ova,WSTRN,spotify:track:6yzJ6ioCvQsyeWCtrsgiBn,https://p.scdn.co/mp3-preview/56c1a3b50933fd29e430c3ba109267d2f4abf415?cid=044f973e13634ba3becdcb523d0f964f,dancehall,0.772,0.612,0.478,0.183
We Are Unholy,Urgehal,spotify:track:06euWcht8eqZHQd8GXMaiL,https://p.scdn.co/mp3-preview/05175862c81c61b4669bb17ab596cc13409201c0?cid=044f973e13634ba3becdcb523d0f964f,norwegian black metal,0.0646,0.968,0.1,1.08e-06
Rockabye (feat. Sean Paul & Anne-Marie) - End of the World Remix,Clean Bandit,spotify:track:3MPvgWrFplhNi3QncC5eUS,https://p.scdn.co/mp3-preview/a93f06f0789280b2df6286dbbb51b6378e5f9dfd?cid=044f973e13634ba3becdcb523d0f964f,funk rock,0.704,0.806,0.75,0.0431
Untitled II,Culture,spotify:track:1s98Pd3tITEQGU8rjBryvF,https://p.scdn.co/mp3-preview/29a1de026ddf6e74a927dfd52f13d2714557f6b8?cid=044f973e13634ba3becdcb523d0f964f,h8000,0.321,0.671,0.614,2.32e-06
Universe of 90's Techno Parties,AIROD,spotify:track:19jVovrS1mj0MQ5a3Fpg8C,https://p.scdn.co/mp3-preview/d4b7f803b23c70cff7d7588a90ae9f5ee173fc6c?cid=044f973e13634ba3becdcb523d0f964f,french techno,0.557,0.971,0.524,7.76e-05
My Head Is My Only House Unless It Rains,Captain Beefheart & His Magic Band,spotify:track:36pkLkwhnBSO0bgc7vEd1s,https://p.scdn.co/mp3-preview/fc441482b1db254f5110d4b81d85d0b5629f8d36?cid=044f973e13634ba3becdcb523d0f964f,outsider house,0.842,0.255,0.607,0.809
Seek Shelter In Hell,The Varukers,spotify:track:1TvIqsHgSKobo8EMgXjpKJ,https://p.scdn.co/mp3-preview/85682a15cb06b323dfec3fd59d132e1a9e74f28a?cid=044f973e13634ba3becdcb523d0f964f,anarcho punk,0.284,0.915,0.0951,1.81e-06
Techno Dup - Original 1994 Mix,Marc Smith,spotify:track:3ztXHjbciXY7XPfMIBdeTt,https://p.scdn.co/mp3-preview/714aca4a29b791d9d22eeb86d3cf308fab6ba5e4?cid=044f973e13634ba3becdcb523d0f964f,hardcore techno,0.654,0.964,0.656,0.00106
